ID,Rating,Name,Price,Specifications,Brand,Reviews
26,4.3,Sparx neo 7 ultra 8GB RAM 128GB ROM || 50 MP dual camera || 5000mAh battery || PTA approved || 1 year brand warranty,"31,499","['DETAILS OF SPARX NEO 7 ULTRA 8+128GB· Display: 6.52""· Camera: 50MP + 2MP | 13MPSelfie· USB: MicroUSB2.0· Battery: Li-Po 5000mAh,Non-removable· Fast Charging: Fast Charging18W· Memory: 128GB ROM 8GB RAM· Processor: Octa-Core· Technology: GSM / HSPA / LTE· Sim: Dual Sim (Nano-Sim, dualstand-by)· OS: Andriod 12· WLAN: Wi-Fi 802.11 a/b/g/n/ac,Hotspot· Bluetooth: 5.1, A2DP, LE· GPS: GPS, A-GPS· NFC: No· Radio: FM Radio']",Sparx,"['mobile bahot acha hai. 8 gb ram h aor rom 128 gb hain. software normal lag ra h. camera theek h. overall ais price m zabardast chiz h. saller bahot acha bnda h. main nay usy msg kr kr bht tang kya 😂 lkn saller nay mjhy hr bar reply di. thank you Daraz and thank you saller', 'It is the best product and the original as I have advertised, I have got no two opinions, you also order you will like daraz and service is also good and the thing is also cute and has come with absolutely good Awesome products and original Spark phone with box and charger and warranty crad thank you daraz', 'slam or thanks daraz bhot hi service ha 1din phly hi parsl rcve ho gay ha save packing Kay shat bhot hi ache device ha 2din use kry KY bad bhe koi isu ni Aya again thanks daraz']"
27,4.7,Redmi Note 12 (8GB-256GB) PTA Approved With Official 1 Year Warranty,"61,999",['Display: 6.67″ AMOLED DotDisplay – 2400 x 1080\nRefresh rate: 120Hz\nProcessor: Snapdragon® 685\nCamera: 50MP wide camera – 8MP ultra-wide camera – 2MP macro camera – 13MP front camera\nSecurity: Side fingerprint sensor – AI Face Unlock\nBattery & Charging: 5000mAh (typ) battery – 33W fast charging – 33W in-box charger USB-C\nAudio: 3.5mm headphone jack\nUI and system: MIUI 14 based on Android 13'],Xiaomi,"['Same as shown in pix. Worth the price. Got it at a discounted rate. Seller and Product recommended. Beautiful product.', 'I received exactly what I ordered the same colour and the same 8GB, 256 Varient. The parcel was delivered on time, and the parcel packing was very good. The seller was cooperative and answered all my concerns and queries. I would recommend the seller.', '#11.11 Fast Delivery and the same product as mentioned. Not yet completely using the phone but so far satisfied. #11.11']"
28,4.6,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","46,999","['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)']",Infinix,"['Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m', 'thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘', 'Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much']"
29,4.7,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,"36,999","['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes']",Infinix,"['Mobile is original as shown in the picture I give 5 Star to the seller honest seller But the leopard courier is third class delivery they could not deliver thier behaviour is very rude', 'Bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 10/10 ❤️❤️❤️', '#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz']"
30,4.5,Xiaomi 13T (12GB-256GB) PTA Approved With Official 1 Year Warranty,"169,999","['Display: FHD+ 6.67” CrystalRes AMOLED display | 2712 x 1220, 446 ppi\nRefresh rate: Up to 144Hz\nProcessor: MediaTek Dimensity 8200-Ultra\nCooling System: LiquidCool Technology (5000mm2 stainless steel VC + Multi-layer graphite sheets)\nFront Camera: 20 MP, f/2.2, (wide)\nRear Camera: 50 MP, f/1.9, 24mm (wide) | 50 MP, f/1.9, 50mm (telephoto) | 12 MP, f/2.2, 15mm (ultrawide)\nCamera Features: Leica lens, LED flash, HDR, panorama\nVideo Recording: HDR10+ for up to 4K at 30fps\nSecurity: In-screen fingerprint sensor | AI face unlock\nBattery & Charging: 5000mAh (typ) battery – 67W turbo charging (USB Type-C 2.0)\nAudio: Dual speakers | Dolby Atmos®\nUI and system: MIUI 14 based on Android 13\nOther Features: NFC, 5G']",Xiaomi,"[""I got my parcel timely I'm satisfied with my purchase. I bought it in official price before 11.11 but no gift 🎁"", ""order placed on 15th and received today (21.09.23) daraz should work on speedy delivery. packing was good. the box was sealed packed and includes a mobile, a transparent cover, sim eject pin, cable and a 67w charger. trusted supplier. the only week point of the seller is that it doesn't reply instantly. takes too much time for reply even replied after 2 to 3 days. any ways .... thanks to daraz and the supplier. Happy yo receive my order."", 'Genuine and Excellent Product. Loved the fast delivery and the mobile itself. Thanks #11.11 got it on discount. will recommend the seller and Daraz to others for quality and speed. Excellent Packing as well, Package packed in bubble wrap and was originally a sealed pin pack box. All accessories included, only handsfree missing by the company...😭 Other than that The feel of the mobile is amazing, is light weight and fast... Applied 144hz from get go. Was a lovely experience by Daraz. Thanks!']"
31,5,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,"47,000","['Tecno Camon 20 detailed specificationsBuildOSAndroid 13 OS UIHIOS 13 Dimensions162.7 x 75.9 x 7.8 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsPredawn Black, Glacier Glow, Serenity Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) MemoryBuilt-in256GB Built-in, 8GB RAM CardmicroSD Card, (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, 26mm (wide), 1/1.7"", PDAF + 2 MP, f/2.4, (depth) + QVG FeaturesGeo-tagging, Face detection, Panorama, HDR, Video (1080p@30fps) Front32 MP ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Fingerprint (side mounted), Proximity Audio3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/eAAC+/FLAC player, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraPhoto/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 33W wired']",Tecno,['waqt se pehly Dilevry hogai. mob b new he. jazakallah dear']
32,4.7,OPPO A17 4GB + 64GB 5000mAh Battery,"36,999","['Stylish Design Luxury and premium look\nBig Dual Eye camera\n5000 mAH big battery with 10W charging\n4GB Ram + 4GB expendable Ram\n64GB memory\n6.56"" Big waterdrop screen']",OPPO,"['Thanx a lot OPPO Mobile Pakistan for quality product which i ordered & Daraz for in time delivery.', 'I recently received my parcel from the official Oppo store, and while the phone itself is excellent and original, I was disappointed with the packaging. The box arrived damaged, and there were no bubble wrap or proper protection inside. However, I must commend the seller for their polite and reasonable behavior throughout the process. I hope they improve their packaging to ensure better protection for future shipments. #OnlineShopping #OppoStore #CustomerExperience', 'Good Service.. Mobile recieved on time 👍']"
33,4.6,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM","27,999","['1 Year Brand Warranty\nBrand New, Box Pack\nDisplay : 6.6"" Inch HD+ 90Hz\nOS : Android 12\nMemory : 8GB + 8GB RAM , 128GB/256GB ROM\nProcessor : Octa-core, Unisoc T606\nMain Camera : 50 MP Dual\nFront Camera : 8 MP\nBattery : Li-Po 6000 mAh, non-removable\n18W Fast Charging\nPTA Approved']",itel,"['Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...', '#11.11 received as per specs mentioned. highly recommended.', 'Box was sealed and came with all accessories. The seller is recommended for geniune product.']"
34,5,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,"45,496","['Android 13\nG85 Octa-Core\nGSM\nGPRS\nFULL EDGE\nWCDMA\nHSPA+\nTDD LTE\nFDD LTE\nAMOLED with Fingerprint on Display (6.67"")\n1080*2400\nFront Camera: 32MP Dual Flash\nRear Camera: 64MP /2MP/ AI CAM/ Quad Flash(Ring-Flash)\n256GB ROM\n8GB+8GB Extended RAM\nGPS\nWiFi\nFM\nOTG\n2G\n3G\n4G\nG-Sensor\nAmbient Light and Distance Sensor\nElectronic compass\nFingerprint Sensor\n33W（Defult 18W Charger)\n5000mAh']",Tecno,"Phone works very, very well"
35,4.7,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""","53,999","['8GB/256GB 64 MP Back Camera - 32 MP Front Camera5000 mAH- Battery6.67"" DisplaySlim Design (Camon Puzzle)Fingerprint on Display']",Tecno,"['Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.', ""This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon"", 'thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno']"
36,4.9,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"28,999","['BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBmicroUSB 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (rear mounted), Proximity Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraNFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Battery charging 10W wired']",Xiaomi,"[""well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks"", 'mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚', 'Great seller, Awesome, thank you so much.recommended seller']"
37,4.7,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"39,999",['Official PTA Approved\n1 Year official Warranty\nRam 4Gb\nStorage 128Gb\n6.5” HD+ Display with 90 Hz Fast Refresh Rate\nRear Cam: 50MP Main + 2MP Depth + 2MP Macro\nSide-mounted Fingerprint Sensor\nLarge Expandable Storage (up to 1TB)\n15-Watt Adaptive Fast Charging with C-Type port'],Samsung,"['i loved the phone, its orignal n sealed brand new phone. Thank you seller.', '#11.11 excellent quality', 'mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai']"
38,4.4,Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,"34,999","[""• Samsung A14 with 4GB/64GB memory.• 5000 mAh battery for long-lasting use.• 6.6' display for immersive viewing experience.• Latest Android 13 operating system.""]",Samsung,"['#11.11 Mobile without mobile warranty card, charger but seems good, packing was not good delivery is pathatic', ""Unbelievable! phone is 100 percent original and value for money, don't know how seller managed to offer the phone in such a cheap price, moreover its officially PTA approved. seller deserves 10 stars"", 'Genuine samsung mobile, well packed, pta approved. I like it. Very beautiful mobile and hope it will be long lasting experience. #11.11']"
39,4.7,Redmi Note 12 (8GB-128GB) PTA Approved With Official 1 Year Warranty,"51,999",['Display: 6.67″ AMOLED DotDisplay – 2400 x 1080\nRefresh rate: 120Hz\nProcessor: Snapdragon® 685\nCamera: 50MP wide camera – 8MP ultra-wide camera – 2MP macro camera – 13MP front camera\nSecurity: Side fingerprint sensor – AI Face Unlock\nBattery & Charging: 5000mAh (typ) battery – 33W fast charging – 33W in-box charger USB-C\nAudio: 3.5mm headphone jack\nUI and system: MIUI 14 based on Android 13'],Xiaomi,"['This is really amazing, such a beautiful colour, very well packed, received on the very next day of order placement, great experience,', 'nice set and same colour as orderd. premium touch feel. all good and packing was very secure. nice', 'I got this mobile on time and it is a good mobile, the specification is also very good and I am very satisfied with the seller.']"
40,4.6,Redmi 12C (4GB-128GB),"27,999",['Display: 6.71” HD+ Dot Drop display\nResolution: 1650×720 HD+\nProcessor: MediaTek Helio G85\nStorage: Expandable Storage up to 1TB\nOperating System: MIUI13 | Android 12\nRear Camera: 50MP Dual main camera\nFront Camera: 5 MP Camera\nBattery: 5000mAh (typ) high-capacity battery\nCharging: 10W fast charging | Micro USB\nDimensions: 168.76×76.41×8.77mm\nWeight: 192g\nAudio: 3.5mm headphone jack\nPackage Contents: Redmi 12C/ Adapter/ USB cable / SIM eject tool / Warranty card / User guide'],Xiaomi,"['Great experience buying a mobile phone from Daraz. The assurity that the product can be returned incase if genuine product is not received compelled me to buy from Daraz rather than going to the offline market. Received the product within 24 Hours. Overall good experience and received a genuine product 👍', ""#11.11 Picked up the Redmi 12C during Daraz's 11.11 sale, and it's been a game-changer. The sleek design, vibrant display, and powerful performance make it a budget-friendly gem. Snagged it at a fantastic discount, adding even more value to this purchase. The battery life is impressive, and the camera captures stunning shots. MIUI's user-friendly interface and customization options seal the deal. The Redmi 12C is a top choice for a reliable, feature-rich, and affordable smartphone. #11.11 #daraz"", '#11.11 Delivery bohat late hoi Baki product bohat achi ha.same received as shown in picture.thanks seller thanks daraz.']"
41,4.7,Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty,"64,499","['Release Date2023-05-22SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.7 x 76 x 8.2 mmPhone Weight203 gOperating SystemAndroid 13, XOS 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 1B colors, 120Hz, 900 nits (peak)Screen ProtectionN/AMemoryInternal Memory256 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek MT8781 Helio G99GPUMali-G57 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera32 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera108 MP + 2 MP + 2 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)']",Infinix,"['I got what was shown, but I want to tell about the seller that my chat was not responded even after a couple of days, so please make your availability there so that the customer can place the order with full sitesify. Because the amount matters But my goal was to buy the product from there, so I took what I have and it is 💯 %authentic, and the warranty has not started yet, But the handsfree did not come out of the box, maybe not provided by the company. So the Overall experience was great and the seller is highly recommended. Thanks Daraz & Seller.🥰', 'Great Experience as usual and I have purchased many mobiles from DARAZ but this time get maximum discount in 11/11 Sales on Note 30 pro', 'Nice Mobile at this price with special specs. Delivered late but overall services by daraz are good.. Thanks']"
42,4.2,Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,"32,999","['ColourXanh Tia Chop = Lightning Blueđen = Black\nRelease Date2023-05-30SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 75.6 x 8.1 mmPhone Weight189 gOperating SystemAndroid 11, Realme UI 2.0DisplayScreen Size6.6 inchesScreen Resolution1080 x 2408 pixelsScreen TypeIPS LCD, 600 nits (peak)Screen ProtectionN/AMemoryInternal Memory64/128 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorUnisoc Tiger T612GPUMali-G57BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera8 MPFront Flash LightNoFront Video Recording720p@30fpsBack Flash LightYesBack Camera50 MP + 2 MP + 0.3 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo']",Realme,"['#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.', '#11.11 sale main good mobile mil gaya hy market sy bhi sasta same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active', 'everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍']"
43,4.7,Redmi Note 12 8 GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"49,999",['Redmi Note 12 8GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty\nROM: 128GBOfficial Brand Stock 1 Year Brand Warranty\nAvailable in 4 colors:\n-Blue\n-Grey\n-Light Green\n-Levender'],Xiaomi,"['this is the initial review. the phone is the same as shown.good thing is that it is managed directly by Daraz. packaging was amazing. order came 1 day late only.', 'Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓', 'Camera satisfactory nh ha, Baki mobile ok ha']"
44,4.7,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,"19,399",['Display: 6.52” HD+ Dot Drop displayResolution: 1600×720 HD+Processor: MediaTek Helio G36Storage: Expandable Storage up to 1TBOperating System: Android 12 (Go Edition)Rear Camera: 8MP main cameraFront Camera: 5 MP CameraBattery: 5000mAh (typ) high-capacity batteryCharging: 10W fast charging | Micro USBDimensions: 164.9×76.75×9.09mmWeight: 192gAudio: 3.5mm headphone jack'],Xiaomi,"['Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.', 'achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai', 'mobile is just go0d. average in use.. bettery timing is go0d.. camera is just average. overall ghar use k lia thek hai jaha bs call waghaira k lia instmal hota ho']"
45,4.3,"Infinix Note 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery","43,499","['• Infinix Note 30 with 6.78"" display and 5000mAh battery.• 8GB RAM and 128GB storage capacity.• Runs on Android 13 operating system.']",Infinix,"['پن پیک فون ہے۔ جو لوگ کہتے ہیں کہ ڈبے میں کچھ چیزیں کم ہیں ۔ تو شائد اس کی وجہ یہ ہے کہ یہ ماڈل چائنہ اسمبل ہے ۔ باقی اللہ بہتر جانتا ہے۔', ""It's 128 gb variant not available in Pakistan but the seller has amazingly provided it. The product is genuine, received well packed and timely deievered. Thanks to seller and daraz..."", '#11.11 To cut the long story short: all is well and of fine quality.... really satisfied with each and every single thing.. #11.11']"
46,3.2,Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING,"50,499","['Display6.67"" AMOLED DotDisplayRefresh rate: 120HzBrightness: 450 nits (typ), HBM 700 nits (typ), 1200 nits peak brightnessContrast ratio: 4,500,000:1DCI- P3 wide color gamutResolution: 2400 x 1080Sunlight displayReading modeDesign165.66*75.96*7.85mm183.5gOnyx Gray, Mint Green, Ice BlueRear camera50MP main camera50Mf/1.88MP ultra-wide cameraf/2.2120°2MP macro cameraf/2.4Rear camera video recording1080p 1920x1080 | 30fps720p 1280x720 | 30fpsFront camera13MP front cameraf/2.45Front camera video recording1080p 1920x1080 | 30fps720p 1280x720 | 30fpsChipsetSnapdragon® 685CPU: Octa-core CPU, up to 2.8GHzGPU: Adreno 6106nm manufacturing processMemory4+128/6+128/8+128GBLPDDR4X + UFS2.2Expandable storage up to 1TB*Available storage and RAM are less than the total memory due to storage of the operating system and software pre-installed on the device.**Actual support and compatibility of memory cards may vary between manufacturers.Battery5000mAh (typ)Charging33W fast charging33W in-box chargerUSB-CCooling systemGraphiteSecurity & AuthenticationSide fingerprint sensorAI Face UnlockConnectivityDual SIM + microSD2G: GSM: 850 900 1800 1900MHz3G: WCDMA:1/5/84G: LTE FDD:1/3/5/7/8/20/284G: LTE TDD:38/40/41Bluetooth 5.0Wi-Fi Protocol: 802.11a/b/g/n/acVibration motorCoin vibration motorWater & Dust ResistanceIP53NavigationGPS: L1 ｜GLONASS: G1 | Compass: B1 | Galileo E1Audio3.5mm headphone jackSensorProximity sensor | Ambient light sensor | Accelerometer | Electronic compass | IR blaster ｜GyroscopeUI and systemMIUI 14 based on Android 13']",Redmi,"['phone is damaged from edges, pictures uploaded', 'Same As Described original product found in reasonable price than Market', ""#11.11 I order redmi note 12 but when I open the parcel I recieved redmi 12c that's ram 4 Gb and ROM 128 Gb while I order redmi note 12 that's ram 8 Gb and ROM 128 Gb not delivered the same mobile that I order why you send me 12c instead of note 12 very disappointed shopping with daraz this time you must checked what you sent""]"
47,4.5,Tecno SPARK 10 PRO 8GB RAM - 256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"38,450","['Starry Black/Pearl White/Magic Skin(Black and White) / Magic Magenta\n32MP Ultra Clear Glowing Selfie\nG88 Gaming Processor\nHard-wearing Starry Glass\n256GB ROM+16GB RAM（extended 8GB RAM）\n50MP Ultra Clear Rear Camera\n5000mAh Super Battery+18W Fast Charge\n6.8"" FHD+ 90Hz Refresh Rate\nAndroid13 + HiOS 12.6\nHeight: 168.41mm\nWidth:76.21mm\nThickness: 8.46mm\n6.8"" FHD+90Hz\n1080*2460 Resolution\nHelio G88, Octa-core\n5000mAh(typ)+18W\nAndroid™ T\n2G\n3G\n4G\nGPS\nWIFI\nFM\nOTG\nNFC\n32MP Front Camera with Dual Flash\n50MP AI Triple Rear Camera with Dual Flash\nG-Sensor\nE-compass\nAmbient Light Sensor\nProximity Sensor\nSide Fingerprint Sensor']",Tecno,"['Tecno Spark 10 Pro 💯% original mobile, PTA approved, sealed pack, box pack, with all accessories. thank and love u daraz and seller 🥰🌹👍', 'Excellent 👍 Pin pack device with mega discount in #11.11 #11.11 seller is honest Daraz has become a life patner. Thanks Daraz. Thanks Tecno Pakistan.', 'Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications']"
48,4.8,vivo Y17s - 6GB RAM - 128GB ROM - 5000mAh Battery - 50+2 MP Camera - Helio G85 Processor,"44,999","['Processor MediaTek Helio G85\nRAM 6 GB\nROM 128 GB\nBattery 5000 mAh (TYP)\nCharging Power 15W\nColor Glitter Purple & Forest Green\nOperating System Funtouch OS 13 (Based on Android 13)\nScreen 6.56-inch\nResolution 1612 × 720\nType LCD\nCamera Front 8 MP / Rear 50 MP + 2 MP\nAperture Front f/2.0 (8 MP), Rear f/1.8 (50 MP) + f/2.4 (2 MP)\nFingerprint Fingerprint(side-mounted)']",Vivo,"['original set and PTA approved set hai. boht hi aala mobile hai, mat forest green color hai. actual price of mobile was Rs.45000 but I ordered during daraz #11.11 sale and I got in Rs.42000 by availing two discount vouchers. daraz ny mobile buy karny ki bhi tension dur kar di hai, ghar bethy original mobile wo bhi market sey low price mein. Thanks daraz.pk', '#11.11 jitni tareef kru utni kam hy mashallah AJ tak ka sab se behtareen or aala qism ka mobile hy Meri review hy 10/10 mashallah so happy 😊😊', 'Product quality is amazing and reached safe at doorstep. Seller is really cooperative and friendly in communication. Recieved product as it is reflected on Daraz. Original product. 100% Gebuin. However, around Rs.2000 costly than physical market. Prices should be aligned to the market rate to eradicate price manipulation. Overall, satisfied with product quality but not satisfied with delivery and product price.']"
49,4.9,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","36,999","['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2']",Infinix,"['1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.', 'بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں', 'I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want']"
